"GEO_ID","NAME","S2201_C01_011M","S2201_C01_012E","S2201_C01_012M","S2201_C01_013E","S2201_C01_013M","S2201_C01_014E","S2201_C01_014M","S2201_C01_015E","S2201_C01_015M","S2201_C01_016E","S2201_C01_016M","S2201_C01_017E","S2201_C01_017M","S2201_C01_018E","S2201_C01_018M","S2201_C01_019E","S2201_C01_019M","S2201_C01_020E","S2201_C01_020M","S2201_C01_021E","S2201_C01_021M","S2201_C02_001E","S2201_C02_001M","S2201_C02_002E","S2201_C02_002M","S2201_C02_003E","S2201_C02_003M","S2201_C02_004E","S2201_C02_004M","S2201_C02_005E","S2201_C02_005M","S2201_C02_006E","S2201_C02_006M","S2201_C02_007E","S2201_C02_007M","S2201_C02_008E","S2201_C02_008M","S2201_C02_009E","S2201_C02_009M","S2201_C02_010E","S2201_C02_010M","S2201_C02_011E","S2201_C02_011M","S2201_C02_012E","S2201_C02_012M","S2201_C02_013E","S2201_C02_013M","S2201_C02_014E","S2201_C02_014M","S2201_C02_015E","S2201_C02_015M","S2201_C02_016E","S2201_C02_016M","S2201_C02_017E","S2201_C02_017M","S2201_C02_018E","S2201_C02_018M","S2201_C02_019E","S2201_C02_019M","S2201_C02_020E","S2201_C02_020M","S2201_C02_021E","S2201_C02_021M","S2201_C03_001E","S2201_C03_001M","S2201_C03_002E","S2201_C03_002M","S2201_C03_003E","S2201_C03_003M","S2201_C03_004E","S2201_C03_004M","S2201_C03_005E","S2201_C03_005M","S2201_C03_006E","S2201_C03_006M","S2201_C03_007E","S2201_C03_007M","S2201_C03_008E","S2201_C03_008M","S2201_C03_009E","S2201_C03_009M","S2201_C03_010E","S2201_C03_010M","S2201_C03_011E","S2201_C03_011M","S2201_C03_012E","S2201_C03_012M","S2201_C03_013E","S2201_C03_013M","S2201_C03_014E","S2201_C03_014M","S2201_C03_015M","S2201_C03_015E","S2201_C03_016E","S2201_C03_016M","S2201_C03_017M","S2201_C03_018E","S2201_C03_018M","S2201_C03_019E","S2201_C03_019M","S2201_C03_020E","S2201_C03_020M","S2201_C03_021E","S2201_C03_021M","S2201_C01_001E","S2201_C01_001M","S2201_C01_002E","S2201_C01_002M","S2201_C01_003E","S2201_C01_003M","S2201_C01_004E","S2201_C01_004M","S2201_C01_005E","S2201_C01_005M","S2201_C01_006E","S2201_C01_006M","S2201_C01_007E","S2201_C01_007M","S2201_C01_008E","S2201_C01_008M","S2201_C01_009E","S2201_C01_009M","S2201_C01_010E","S2201_C01_010M","S2201_C01_011E","S2201_C03_017E"
"310M100US28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","N","N","N","1.0","0.4","1.0","0.3","96.0","0.6","37769","1476","83639","2941","22.8","1.8","32.9","2.0","44.3","2.3","0.7","(X)","20874","2002","27.8","4.1","46.1","5.1","59.6","5.7","54.7","5.5","N","N","94.1","2.2","2.6","1.4","1.3","1.4","N","N","N","N","N","N","1.3","1.0","1.1","0.8","93.3","2.4","15244","1912","13618","1691","29.2","5.7","46.8","6.5","24.0","5.6","(X)","(X)","106830","3005","46.0","1.5","24.3","1.9","8.1","1.3","32.0","1.8","N","N","97.0","0.7","1.3","0.5","0.1","0.1","N","N","N","N","N","N","0.9","0.5","1.0","0.3","0.7","96.6","43580","1630","2626","21.6","1.8","30.2","2.1","48.2","2.3","(X)","(X)","127704","2676","43.0","1.4","27.9","1.7","16.5","1.4","35.7","1.9","N","N","96.5","0.6","1.5","0.4","0.3","0.2","N","N","N","70021"
"310M100US28740","Kingston, NY Metro Area","N","0.7","0.5","2.5","0.8","6.3","0.9","86.9","1.3","57566","2287","44010","2389","14.8","2.2","32.4","3.2","52.8","3.4","1.6","(X)","9407","1274","28.2","7.0","35.1","8.0","41.6","7.0","55.5","7.2","N","N","82.9","5.5","6.9","3.7","N","N","1.1","0.8","N","N","2.4","2.4","6.3","3.5","12.2","5.1","74.0","6.9","20418","2194","5212","1001","21.9","7.4","58.4","8.6","19.7","5.7","(X)","(X)","60946","2221","44.4","2.1","25.5","2.3","6.0","1.4","23.5","2.5","N","N","92.8","1.5","3.6","0.9","N","N","0.9","0.4","N","N","0.5","0.4","1.9","0.8","5.3","0.9","1.4","88.9","64858","2285","2197","13.8","2.2","28.9","3.3","57.3","3.4","(X)","(X)","70353","2266","42.3","1.8","26.8","2.1","10.7","1.6","27.8","2.3","N","N","91.5","1.2","4.1","0.8","N","N","0.9","0.4","N","38798"
"310M100US28900","Klamath Falls, OR Micro Area","N","2.1","1.4","2.0","1.0","9.8","1.2","81.9","1.5","38987","5172","18973","1243","21.1","3.5","40.6","5.2","38.3","5.1","0.5","(X)","7631","1149","30.9","7.7","40.3","9.5","56.0","6.9","40.9","6.8","N","N","83.0","4.9","1.8","1.7","6.1","3.1","N","N","N","N","4.2","3.6","4.0","2.5","14.2","4.7","73.5","5.6","18333","2033","4802","986","23.4","8.9","52.9","10.3","23.7","9.5","(X)","(X)","21656","1305","46.5","3.4","27.7","4.1","9.0","2.5","32.1","5.1","N","N","91.2","2.4","0.9","0.6","3.3","1.4","N","N","N","N","1.4","1.0","1.3","1.0","8.3","1.6","2.4","84.8","47810","2442","1260","20.3","4.3","36.5","5.8","43.3","5.7","(X)","(X)","29287","933","42.5","2.7","31.0","3.9","21.3","3.1","34.4","4.1","N","N","89.0","1.9","1.2","0.5","4.0","1.0","N","N","N","14171"
"310M100US28940","Knoxville, TN Metro Area","N","0.7","0.3","1.1","0.3","2.3","0.3","87.8","0.6","44766","1502","185307","4611","19.1","1.1","31.6","1.7","49.3","1.9","1.3","(X)","42005","3107","26.5","2.7","50.7","4.4","50.6","3.9","48.3","4.0","N","N","78.4","3.1","17.7","2.6","0.4","0.4","0.0","0.4","N","N","0.9","1.2","2.6","1.4","3.2","1.7","76.6","3.2","17172","1674","29247","2467","31.8","4.2","45.5","4.3","22.7","4.1","(X)","(X)","248388","4036","38.5","0.8","25.6","1.4","9.5","0.9","22.7","1.1","N","N","91.5","0.7","5.1","0.5","0.3","0.1","1.6","0.4","N","N","0.6","0.3","0.9","0.3","2.2","0.5","0.8","89.7","50570","1594","4581","16.8","1.0","29.0","1.9","54.3","1.9","(X)","(X)","290393","2738","36.7","0.8","29.3","1.3","15.4","1.0","26.4","1.0","N","N","89.6","0.6","6.9","0.5","0.3","0.1","1.4","0.3","N","156060"
"310M100US29020","Kokomo, IN Metro Area","N","N","N","N","N","2.7","0.9","89.2","1.6","39885","3206","25984","1525","20.5","2.8","35.4","4.1","44.1","3.8","0.7","(X)","5678","1046","17.7","6.8","59.1","8.1","67.1","8.3","60.4","10.9","N","N","84.0","7.1","10.2","6.2","N","N","N","N","N","N","N","N","N","N","2.5","3.5","81.6","8.0","10781","4140","3977","853","28.9","11.0","51.4","11.3","19.7","8.8","(X)","(X)","34893","1510","44.4","2.8","24.3","2.8","7.7","2.2","31.4","3.6","N","N","92.9","1.7","5.8","1.6","N","N","N","N","N","N","N","N","N","N","2.7","0.9","2.0","90.5","46062","3776","1466","19.0","2.8","32.5","4.4","48.5","4.2","(X)","(X)","40571","1474","40.7","2.5","29.1","2.8","16.1","2.5","35.4","3.8","N","N","91.6","1.5","6.4","1.5","N","N","N","N","N","22007"
"310M100US29100","La Crosse, WI-MN Metro Area","N","N","N","N","N","N","N","94.8","1.3","47642","2651","31990","1412","14.3","2.1","25.5","3.2","60.1","3.8","1.0","(X)","6457","1208","21.3","6.1","41.4","8.0","44.7","8.4","39.4","9.0","N","N","85.2","6.6","4.6","3.5","N","N","7.4","6.2","N","N","N","N","N","N","N","N","85.2","6.6","17497","4734","3433","872","17.6","9.2","44.2","12.7","38.1","12.1","(X)","(X)","48342","1517","36.0","1.9","23.0","2.4","9.3","1.7","17.4","1.8","N","N","96.6","1.5","0.4","0.3","N","N","1.7","1.3","N","N","N","N","N","N","N","N","1.6","96.1","51468","2438","1536","14.0","2.2","23.3","3.3","62.8","3.7","(X)","(X)","54799","1005","34.3","1.7","25.2","2.4","13.5","1.9","20.0","1.9","N","N","95.2","1.2","0.9","0.3","N","N","2.4","0.9","N","28557"
"310M100US29140","Lafayette, IN Metro Area","N","N","N","1.2","0.5","4.5","0.7","85.0","1.4","43881","2553","46283","2388","13.7","2.1","32.3","3.1","54.0","3.3","1.1","(X)","8672","1456","15.0","5.6","54.1","9.8","51.6","10.3","38.1","8.5","N","N","77.4","8.1","17.6","7.2","N","N","2.6","3.4","N","N","N","N","2.4","2.1","8.8","6.1","68.6","8.4","18318","4095","5932","1304","15.9","7.4","56.3","11.8","27.8","12.0","(X)","(X)","70362","2136","29.8","1.5","24.7","2.2","13.6","2.3","16.6","1.8","N","N","90.3","1.3","1.9","0.8","N","N","6.1","0.9","N","N","N","N","1.1","0.5","4.0","0.9","1.4","87.0","48177","2221","2279","13.4","2.1","28.7","3.1","57.8","3.2","(X)","(X)","79034","1881","28.1","1.4","27.9","2.5","17.7","2.2","18.9","1.8","N","N","88.9","1.3","3.7","0.7","N","N","5.7","0.8","N","40351"
"310M100US29180","Lafayette, LA Metro Area","N","N","N","2.2","0.8","2.5","0.5","69.2","1.3","46813","2999","69254","2942","9.8","1.6","39.2","3.7","51.0","3.7","0.9","(X)","13574","1754","16.3","5.8","62.3","7.8","61.9","9.2","34.1","7.2","N","N","32.5","6.5","59.1","6.6","N","N","0.0","1.1","N","N","N","N","7.9","4.3","5.8","3.2","29.8","6.1","14428","3351","9799","1683","13.7","5.9","58.6","9.8","27.7","9.7","(X)","(X)","93268","2444","30.4","1.5","31.8","2.4","10.9","1.7","21.4","2.1","N","N","76.6","1.7","20.0","1.6","N","N","1.2","0.4","N","N","N","N","1.3","0.6","2.1","0.5","1.7","75.0","51438","2033","2684","9.2","1.5","36.0","3.8","54.8","3.9","(X)","(X)","106842","2000","28.6","1.4","35.7","2.5","17.4","2.0","23.0","2.1","N","N","71.0","1.4","24.9","1.2","N","N","1.0","0.3","N","59455"
"310M100US29300","LaGrange, GA Micro Area","N","N","N","N","N","2.5","1.2","60.1","2.8","36739","4690","18259","1357","14.8","3.9","37.4","5.4","47.9","5.1","1.3","(X)","4599","896","24.7","8.4","63.4","10.7","64.4","11.1","43.4","9.4","N","N","50.7","10.9","48.4","10.9","N","N","N","N","N","N","N","N","N","N","2.7","4.0","48.1","10.9","15060","3372","3621","862","25.3","11.8","52.7","14.9","22.0","11.0","(X)","(X)","19940","1311","35.8","3.5","36.0","5.4","11.9","3.8","33.5","5.5","N","N","64.0","3.6","30.8","3.7","N","N","N","N","N","N","N","N","N","N","2.5","1.1","3.7","62.9","50132","4813","1413","12.2","3.4","33.6","6.2","54.2","6.1","(X)","(X)","24539","1250","33.7","2.7","41.1","4.5","21.7","3.3","35.4","4.8","N","N","61.5","2.8","34.1","2.8","N","N","N","N","N","14638"
"310M100US29340","Lake Charles, LA Metro Area","N","N","N","1.1","0.5","N","N","72.0","1.3","45102","2438","53139","2250","15.1","1.9","35.1","2.7","49.8","3.6","0.8","(X)","10870","1917","19.0","5.4","67.5","5.9","55.5","9.8","45.9","8.1","N","N","48.1","8.0","48.9","7.6","N","N","0.0","1.4","N","N","N","N","2.2","1.8","N","N","47.8","7.9","17236","4815","7673","1690","15.8","7.6","51.1","10.0","33.0","9.8","(X)","(X)","66331","2101","37.8","2.1","30.9","2.4","10.9","1.7","31.2","2.8","N","N","78.3","1.8","18.3","1.6","N","N","1.2","0.3","N","N","N","N","0.9","0.6","N","N","1.7","76.0","50609","2153","1891","15.0","2.0","32.4","2.8","52.6","3.3","(X)","(X)","77201","1771","35.1","1.7","36.1","2.3","17.2","2.4","33.3","2.4","N","N","74.0","1.5","22.6","1.5","N","N","1.1","0.2","N","45466"
"310M100US29380","Lake City, FL Micro Area","N","N","N","N","N","N","N","81.0","3.1","36542","3917","14248","1203","24.6","5.7","34.3","5.8","41.1","5.2","3.1","(X)","4518","867","36.8","11.1","47.5","12.7","56.0","12.4","48.3","10.8","N","N","76.3","7.9","22.0","7.7","N","N","N","N","N","N","N","N","N","N","N","N","75.1","8.3","20265","8777","3347","800","27.0","11.6","41.9","14.1","31.1","13.4","(X)","(X)","18118","1452","43.5","4.5","26.8","4.4","9.0","3.4","29.9","4.3","N","N","84.8","4.2","11.9","3.9","N","N","N","N","N","N","N","N","N","N","N","N","4.3","82.4","40172","5771","1222","23.9","6.0","32.0","6.9","44.2","6.7","(X)","(X)","22636","1411","42.1","3.7","30.9","3.6","18.3","4.0","33.5","3.8","N","N","83.1","2.9","14.0","2.7","N","N","N","N","N","10901"
"310M100US29420","Lake Havasu City-Kingman, AZ Metro Area","N","2.0","0.9","3.6","0.9","7.9","1.4","87.4","1.6","34445","1964","48396","2863","34.8","2.8","35.6","3.4","29.6","3.6","1.1","(X)","15877","1794","37.1","5.7","39.3","4.9","51.7","6.2","62.1","6.7","N","N","89.1","4.0","N","N","0.9","0.7","N","N","N","N","3.5","2.5","6.0","3.0","13.8","4.7","81.5","4.8","19209","2899","10422","1378","25.6","7.5","50.5","7.5","23.9","6.3","(X)","(X)","63362","2689","61.2","2.4","14.7","2.2","11.0","2.1","32.2","2.7","N","N","93.4","1.5","N","N","0.5","0.2","N","N","N","N","1.6","1.0","3.0","1.1","6.4","1.6","1.9","88.8","40363","2166","2640","37.3","3.6","31.6","4.0","31.2","4.2","(X)","(X)","79239","3069","56.4","1.8","19.6","1.8","19.2","2.2","38.2","2.6","N","N","92.5","1.3","N","N","0.6","0.3","N","N","N","37974"
"310M100US29460","Lakeland-Winter Haven, FL Metro Area","N","1.0","0.4","1.4","0.4","13.9","0.7","70.6","1.0","41325","1271","154103","4734","24.6","1.3","35.6","2.1","39.8","2.2","1.1","(X)","39633","3338","30.6","3.4","51.7","3.5","48.3","3.7","45.7","4.0","N","N","71.5","3.0","23.1","2.7","0.3","0.5","1.0","0.7","N","N","1.3","0.8","2.7","1.5","20.4","2.8","53.9","3.6","21376","1181","29842","2937","22.7","3.7","49.3","4.6","28.0","3.8","(X)","(X)","183874","5076","47.9","1.3","25.6","1.7","8.8","1.0","26.5","1.6","N","N","84.7","1.1","11.3","0.9","0.3","0.2","1.5","0.4","N","N","1.0","0.4","1.1","0.4","12.5","1.0","1.2","74.3","46360","2019","4781","25.1","1.6","32.3","2.4","42.6","2.5","(X)","(X)","223507","4611","44.9","0.9","30.3","1.5","15.8","1.3","29.9","1.4","N","N","82.4","0.9","13.4","0.7","0.3","0.1","1.4","0.4","N","124261"
"310M100US29540","Lancaster, PA Metro Area","N","2.8","0.6","1.0","0.4","6.8","0.6","87.9","0.7","54776","2040","138426","3466","13.4","1.2","29.8","1.5","56.8","1.6","0.7","(X)","20181","1919","25.0","4.4","56.7","5.4","53.1","5.9","52.5","5.9","N","N","67.7","5.0","13.8","3.5","N","N","1.8","1.2","N","N","12.4","3.6","3.3","1.9","26.8","4.2","57.3","4.9","20486","2098","14110","1657","24.1","5.6","43.7","7.4","32.1","5.1","(X)","(X)","174017","2552","39.5","1.0","29.5","1.4","5.6","0.7","19.7","1.5","N","N","94.0","0.8","2.2","0.5","N","N","1.4","0.3","N","N","1.6","0.6","0.8","0.3","4.5","0.7","0.9","91.5","59366","1829","3268","12.1","1.1","28.2","1.5","59.6","1.7","(X)","(X)","194198","2136","38.0","0.9","32.3","1.4","10.5","1.0","23.1","1.5","N","N","91.2","0.7","3.4","0.4","N","N","1.4","0.2","N","124316"
"310M100US29580","Lancaster, SC Micro Area","N","N","N","N","N","2.9","1.3","75.1","2.7","44959","4635","20778","1537","27.7","3.8","35.3","5.4","37.0","5.3","2.0","(X)","4813","890","30.3","8.4","65.3","10.8","57.9","11.0","42.6","11.2","N","N","63.4","9.6","31.1","9.7","N","N","N","N","N","N","N","N","N","N","2.4","2.8","63.4","9.6","16349","2557","4045","920","34.7","12.0","49.8","13.5","15.5","10.5","(X)","(X)","23979","1393","42.1","3.5","28.0","4.0","11.1","2.9","25.0","3.6","N","N","80.3","3.1","19.0","3.2","N","N","N","N","N","N","N","N","N","N","3.0","1.9","3.4","77.5","52077","4065","1493","26.0","3.9","31.9","5.6","42.2","6.1","(X)","(X)","28792","1138","40.1","2.9","34.3","3.7","19.0","3.1","27.9","3.5","N","N","77.5","2.6","21.1","2.5","N","N","N","N","N","16733"
"310M100US29620","Lansing-East Lansing, MI Metro Area","N","1.2","0.4","2.3","0.5","5.0","0.4","81.8","0.9","48637","1695","108344","2454","15.3","1.3","35.3","2.1","49.4","2.0","1.4","(X)","29158","2340","16.6","2.4","46.1","4.3","57.9","4.5","43.1","4.6","N","N","65.1","4.1","21.2","3.6","0.5","0.6","2.8","1.2","N","N","3.2","1.4","7.2","2.2","10.0","2.3","59.7","4.2","15948","1627","18440","1839","16.2","4.1","60.8","5.6","23.0","4.3","(X)","(X)","152104","2616","35.5","1.0","24.0","1.4","10.0","1.0","19.7","1.1","N","N","89.1","0.8","6.2","0.7","0.3","0.1","2.3","0.5","N","N","0.8","0.3","1.4","0.4","4.0","0.6","1.0","86.1","56141","1786","2309","15.1","1.5","30.1","2.0","54.8","1.9","(X)","(X)","181262","2353","32.5","0.9","27.6","1.3","17.7","1.2","23.5","1.3","N","N","85.2","0.8","8.6","0.7","0.3","0.1","2.4","0.4","N","89904"
"310M100US29700","Laredo, TX Metro Area","N","4.1","0.8","0.6","0.4","94.4","0.9","4.7","0.8","36624","2705","56424","1767","13.1","1.8","37.8","3.1","49.2","3.3","0.5","(X)","23560","1965","29.4","4.1","74.3","4.7","57.7","4.5","45.1","4.9","N","N","95.3","1.7","N","N","N","N","0.0","0.7","N","N","3.6","1.5","0.8","0.7","98.3","1.3","1.7","1.3","19440","2644","20602","1834","21.0","3.8","44.3","5.2","34.8","5.6","(X)","(X)","45420","1879","31.3","2.1","45.3","3.6","14.1","2.3","25.7","3.0","N","N","93.8","1.3","N","N","N","N","0.9","0.3","N","N","4.3","1.0","0.5","0.4","92.4","1.3","1.1","6.2","50337","2139","1888","8.5","1.9","34.1","3.9","57.4","4.1","(X)","(X)","68980","1382","30.6","1.4","55.2","2.7","29.0","2.7","32.3","2.6","N","N","94.3","1.0","N","N","N","N","0.6","0.2","N","35822"
"310M100US29740","Las Cruces, NM Metro Area","N","4.3","0.9","2.0","1.0","58.1","1.5","38.1","1.6","37566","2717","54312","2287","15.5","2.1","38.0","4.2","46.5","3.9","0.2","(X)","13953","1727","23.1","5.9","57.8","6.9","66.3","6.1","40.6","7.4","N","N","85.9","4.2","1.9","1.9","1.5","1.5","0.3","0.5","N","N","8.1","2.8","2.3","1.8","78.2","5.9","19.0","5.8","16104","1586","11052","1570","17.3","7.0","50.8","8.3","31.9","8.2","(X)","(X)","59764","2002","36.9","2.2","32.2","3.0","12.8","2.4","20.7","2.8","N","N","91.3","1.9","1.3","0.8","0.9","0.5","1.1","0.4","N","N","3.4","1.0","1.9","1.0","53.5","2.0","2.2","42.5","45525","3402","2366","15.1","2.2","34.7","4.7","50.2","4.3","(X)","(X)","73717","1753","34.3","1.8","37.0","2.6","22.9","2.7","24.4","2.6","N","N","90.2","1.5","1.5","0.6","1.0","0.4","1.0","0.3","N","43260"
"310M100US29820","Las Vegas-Paradise, NV Metro Area","0.1","6.9","0.5","2.9","0.3","21.8","0.5","56.8","0.5","49546","874","461687","7824","14.4","0.7","38.5","0.9","47.2","1.0","1.1","(X)","93382","4667","28.8","2.3","56.2","2.8","43.6","3.0","43.0","2.8","97.1","1.0","58.7","2.3","19.7","2.1","0.9","0.3","4.9","1.3","1.4","0.8","11.6","1.8","2.9","1.0","33.8","2.2","38.0","2.8","23559","1526","67788","4230","20.2","2.3","50.2","3.0","29.6","2.5","(X)","(X)","622455","7554","33.9","0.6","30.9","0.9","9.7","0.7","21.5","0.8","97.1","0.4","72.6","0.7","9.3","0.5","0.5","0.1","8.0","0.4","0.5","0.1","6.2","0.4","2.9","0.4","20.0","0.5","0.6","59.7","53690","1267","7221","13.4","0.7","36.4","0.9","50.2","1.0","(X)","(X)","715837","6519","33.2","0.5","34.2","0.8","14.1","0.8","24.3","0.8","97.1","0.3","70.7","0.6","10.7","0.4","0.6","0.1","7.6","0.3","0.6","393899"
"310M100US29860","Laurel, MS Micro Area","N","N","N","N","N","N","N","67.2","2.7","34064","3583","22149","1570","21.3","4.3","39.6","5.8","39.1","5.2","1.7","(X)","5287","1141","27.1","9.3","69.1","9.8","67.2","9.3","36.7","11.7","N","N","41.3","10.4","58.7","10.4","N","N","N","N","N","N","N","N","N","N","N","N","38.6","10.4","13695","3986","4405","1107","29.4","13.1","53.9","13.4","16.8","8.8","(X)","(X)","26435","1521","42.3","3.5","30.2","4.1","15.9","4.2","34.9","3.9","N","N","74.8","3.2","24.2","3.1","N","N","N","N","N","N","N","N","N","N","N","N","3.3","72.9","40366","3580","1670","19.3","4.1","36.0","6.2","44.7","6.0","(X)","(X)","31722","1152","39.8","2.7","36.7","4.1","24.4","4.2","35.2","3.5","N","N","69.2","2.5","30.0","2.4","N","N","N","N","N","17744"
"310M100US29940","Lawrence, KS Metro Area","N","N","N","N","N","3.6","0.9","86.3","2.0","50184","4856","23946","1822","10.6","3.2","26.8","4.4","62.6","4.8","0.8","(X)","3201","912","12.3","7.1","54.6","13.8","59.5","17.3","61.8","15.6","N","N","82.8","12.7","9.1","10.6","N","N","7.0","7.1","N","N","N","N","N","N","8.0","8.9","74.8","12.8","11836","2129","1929","656","22.0","15.9","50.5","20.0","27.5","20.5","(X)","(X)","40791","1595","26.2","2.5","26.3","3.3","14.1","2.9","14.4","2.6","N","N","90.0","2.1","2.4","1.4","N","N","2.6","0.8","N","N","N","N","N","N","3.3","1.2","2.1","87.2","52250","2539","1778","9.6","3.2","24.7","4.6","65.7","5.0","(X)","(X)","43992","1270","25.2","2.2","28.4","3.2","17.4","2.8","17.8","2.8","N","N","89.5","2.2","2.9","1.5","N","N","2.9","0.7","N","22017"
"310M100US30020","Lawton, OK Metro Area","N","N","N","4.2","1.4","8.3","1.4","64.4","2.2","44874","1629","28105","1671","12.5","2.4","37.9","4.4","49.5","3.9","0.8","(X)","7189","1027","21.5","6.0","53.3","7.5","51.1","8.8","55.4","9.3","N","N","50.6","7.5","27.0","8.6","12.4","4.9","N","N","N","N","N","N","9.1","5.5","11.0","5.1","43.7","7.3","18005","4956","4775","930","15.1","6.7","52.4","11.7","32.5","10.7","(X)","(X)","36281","1509","31.3","2.3","29.7","3.1","9.0","1.8","31.7","3.1","N","N","73.3","2.3","13.5","1.7","4.9","1.6","N","N","N","N","N","N","3.2","1.3","7.8","1.5","2.8","68.5","48202","2938","1517","12.0","2.4","35.0","4.5","53.0","4.4","(X)","(X)","43470","1497","29.7","1.8","33.6","2.5","15.9","2.3","35.6","3.3","N","N","69.5","2.0","15.7","1.6","6.2","1.2","N","N","N","23330"
"310M100US30100","Lebanon, NH-VT Micro Area","N","N","N","1.1","0.5","1.4","0.4","95.6","0.8","51723","2414","44691","1938","14.3","1.7","30.6","2.7","55.1","2.5","0.7","(X)","8398","1307","31.2","7.3","45.2","7.4","42.0","7.9","62.0","7.9","N","N","98.8","1.6","N","N","N","N","N","N","N","N","N","N","1.1","1.6","3.2","4.1","95.5","4.2","19610","2540","5030","906","28.0","8.4","50.3","9.5","21.7","7.6","(X)","(X)","64614","2150","42.4","1.6","21.7","1.8","7.1","1.6","23.2","2.1","N","N","96.5","0.8","N","N","N","N","N","N","N","N","N","N","1.1","0.5","1.1","0.5","0.9","95.6","57349","3017","2121","12.6","1.6","28.1","2.9","59.4","2.7","(X)","(X)","73012","1748","41.1","1.3","24.4","1.6","11.1","1.7","27.6","2.1","N","N","96.8","0.7","N","N","N","N","N","N","N","39661"
"310M100US30140","Lebanon, PA Metro Area","N","5.9","1.4","N","N","8.1","1.4","89.4","1.4","51557","1758","34949","1598","14.8","2.1","31.0","3.6","54.1","3.8","2.4","(X)","5835","944","21.7","6.0","62.1","8.7","48.1","9.3","41.8","8.7","N","N","62.5","8.9","4.4","4.0","N","N","N","N","N","N","28.3","9.3","N","N","34.7","9.2","58.3","8.7","21108","4785","4224","833","16.9","7.9","53.3","12.2","29.8","10.8","(X)","(X)","46589","1261","42.0","2.0","25.2","2.5","6.6","1.9","22.6","2.6","N","N","94.8","1.4","0.8","0.5","N","N","N","N","N","N","3.0","1.3","N","N","4.8","1.5","1.6","93.3","56348","3014","1636","14.6","2.0","28.0","3.7","57.5","3.9","(X)","(X)","52424","1030","39.7","1.7","29.3","2.2","11.3","2.1","24.8","2.5","N","N","91.2","1.3","1.2","0.6","N","N","N","N","N","30725"
"310M100US30300","Lewiston, ID-WA Metro Area","N","N","N","N","N","2.7","1.2","91.4","1.8","44568","5099","16169","1059","15.6","2.7","32.4","4.8","52.0","4.6","1.2","(X)","4237","748","28.5","8.7","49.9","10.0","41.7","9.6","41.8","9.3","N","N","87.5","5.3","N","N","7.1","4.1","N","N","N","N","N","N","N","N","8.3","6.9","82.2","7.9","19018","6998","2695","622","22.6","9.3","39.8","13.2","37.6","11.7","(X)","(X)","21088","1104","44.2","3.3","22.6","3.8","5.4","2.0","30.0","4.1","N","N","94.3","1.7","N","N","3.2","1.2","N","N","N","N","N","N","N","N","1.6","0.9","1.9","93.3","50143","4405","1061","14.2","3.0","30.9","5.0","54.9","5.0","(X)","(X)","25325","971","41.6","3.0","27.2","3.8","11.5","2.2","31.9","3.5","N","N","93.2","1.5","N","N","3.8","1.1","N","N","N","13474"
"310M100US30340","Lewiston-Auburn, ME Metro Area","N","N","N","3.7","1.1","1.7","0.6","94.1","0.9","44297","6105","27924","1700","14.4","2.8","30.6","4.5","55.0","4.8","0.7","(X)","7953","1113","25.1","6.4","45.6","9.1","59.4","8.6","46.7","8.4","N","N","88.9","4.0","5.1","2.3","N","N","N","N","N","N","N","N","5.0","3.4","5.0","3.6","85.0","4.7","14858","2177","4645","1014","23.4","10.8","50.2","13.0","26.4","10.7","(X)","(X)","36688","1366","38.4","2.4","25.6","3.0","5.5","1.8","22.9","2.8","N","N","96.3","1.3","0.1","0.1","N","N","N","N","N","N","N","N","3.4","1.3","0.9","0.9","1.3","96.0","55351","2725","1618","12.6","2.5","26.7","4.3","60.7","4.7","(X)","(X)","44641","1029","36.0","1.9","29.1","2.8","15.1","2.7","27.1","2.7","N","N","95.0","1.1","1.0","0.4","N","N","N","N","N","23279"
"310M100US30460","Lexington-Fayette, KY Metro Area","N","1.4","0.4","1.4","0.4","3.9","0.5","81.9","0.8","47952","1922","119658","3654","11.6","1.3","34.1","2.1","54.3","1.6","0.9","(X)","25505","2124","23.9","3.5","52.3","4.5","55.0","4.7","50.6","4.8","N","N","72.3","4.4","23.0","4.4","N","N","1.0","0.8","N","N","1.6","1.1","2.1","1.2","6.7","2.3","67.9","4.8","17842","2942","16833","1908","16.4","4.6","63.9","6.4","19.7","5.0","(X)","(X)","165982","2829","31.8","1.0","26.8","1.3","8.7","1.0","20.8","1.3","N","N","86.2","0.9","8.7","0.8","N","N","2.2","0.3","N","N","1.4","0.4","1.3","0.4","3.5","0.5","1.0","84.1","56108","2781","3236","10.8","1.3","29.3","2.0","59.9","1.5","(X)","(X)","191487","2403","30.8","0.8","30.2","1.3","14.8","1.1","24.7","1.3","N","N","84.4","0.8","10.6","0.6","N","N","2.0","0.3","N","102825"
